gn_division,week,risk_score,top_features,explanation_text
Wathurakumbura,2020-01-13 00:00:00,0.09639377681862672,"['unemployment_rate', 'year', 'total_crimes_roll8']","The elevated drugs risk in Wathurakumbura during the past week is primarily driven by unemployment_rate, year, which outweighs mitigating factors such as total_crimes_roll8."
Wathurakumbura,2020-01-20 00:00:00,0.09636504118644282,"['unemployment_rate', 'year', 'total_crimes_roll8']","The elevated drugs risk in Wathurakumbura during the past week is primarily driven by unemployment_rate, year, which outweighs mitigating factors such as total_crimes_roll8."
Wathurakumbura,2020-01-27 00:00:00,0.09636504118644282,"['unemployment_rate', 'year', 'total_crimes_roll8']","The elevated drugs risk in Wathurakumbura during the past week is primarily driven by unemployment_rate, year, which outweighs mitigating factors such as total_crimes_roll8."
Wathurakumbura,2020-02-03 00:00:00,0.09636504118644282,"['unemployment_rate', 'year', 'total_crimes_roll8']","The elevated drugs risk in Wathurakumbura during the past week is primarily driven by unemployment_rate, year, which outweighs mitigating factors such as total_crimes_roll8."
Wathurakumbura,2020-02-10 00:00:00,0.09623701511567932,"['unemployment_rate', 'year', 'total_crimes_roll8']","The elevated drugs risk in Wathurakumbura during the past week is primarily driven by unemployment_rate, year, which outweighs mitigating factors such as total_crimes_roll8."
Wathurakumbura,2020-02-17 00:00:00,0.09626274410367247,"['unemployment_rate', 'year', 'total_crimes_roll8']","The elevated drugs risk in Wathurakumbura during the past week is primarily driven by unemployment_rate, year, which outweighs mitigating factors such as total_crimes_roll8."
Wathurakumbura,2020-02-24 00:00:00,0.096301205642134,"['unemployment_rate', 'year', 'total_crimes_roll8']","The elevated drugs risk in Wathurakumbura during the past week is primarily driven by unemployment_rate, year, which outweighs mitigating factors such as total_crimes_roll8."
Wathurakumbura,2020-03-02 00:00:00,0.09630618572181528,"['unemployment_rate', 'year', 'total_crimes_roll8']","The elevated drugs risk in Wathurakumbura during the past week is primarily driven by unemployment_rate, year, which outweighs mitigating factors such as total_crimes_roll8."
Wathurakumbura,2020-03-09 00:00:00,0.09640783928646693,"['unemployment_rate', 'year', 'total_crimes_roll8']","The elevated drugs risk in Wathurakumbura during the past week is primarily driven by unemployment_rate, year, which outweighs mitigating factors such as total_crimes_roll8."
Wathurakumbura,2020-03-16 00:00:00,0.09646193113632989,"['unemployment_rate', 'year', 'total_crimes_roll8']","The elevated drugs risk in Wathurakumbura during the past week is primarily driven by unemployment_rate, year, which outweighs mitigating factors such as total_crimes_roll8."
Wathurakumbura,2020-03-23 00:00:00,0.09646193113632989,"['unemployment_rate', 'year', 'total_crimes_roll8']","The elevated drugs risk in Wathurakumbura during the past week is primarily driven by unemployment_rate, year, which outweighs mitigating factors such as total_crimes_roll8."
Wathurakumbura,2020-03-30 00:00:00,0.09646193113632989,"['unemployment_rate', 'year', 'total_crimes_roll8']","The elevated drugs risk in Wathurakumbura during the past week is primarily driven by unemployment_rate, year, which outweighs mitigating factors such as total_crimes_roll8."
Wathurakumbura,2020-04-06 00:00:00,0.09646193113632989,"['unemployment_rate', 'year', 'total_crimes_roll8']","The elevated drugs risk in Wathurakumbura during the past week is primarily driven by unemployment_rate, year, which outweighs mitigating factors such as total_crimes_roll8."
Wathurakumbura,2020-04-13 00:00:00,0.0965117221196745,"['unemployment_rate', 'year', 'total_crimes_roll8']","The elevated drugs risk in Wathurakumbura during the past week is primarily driven by unemployment_rate, year, which outweighs mitigating factors such as total_crimes_roll8."
Wathurakumbura,2020-04-20 00:00:00,0.09757817061142178,"['unemployment_rate', 'year', 'total_crimes_roll8']","The elevated drugs risk in Wathurakumbura during the past week is primarily driven by unemployment_rate, year, which outweighs mitigating factors such as total_crimes_roll8."
